repo,username,type,name,timestamp,additions,deletions,total,message,userURL,repoURL
pride-utilities,Tobias-Ternent,1,Tobias Ternent,2016-10-10T14:00:30Z,1,1,2,[maven-release-plugin] rollback the release of pride-utilities-2.0.12,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,Tobias-Ternent,1,Tobias Ternent,2016-10-10T13:52:49Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,Tobias-Ternent,1,Tobias Ternent,2016-10-10T13:52:45Z,2,2,4,[maven-release-plugin] prepare release pride-utilities-2.0.12,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,Tobias-Ternent,1,Tobias-Ternent,2016-09-14T13:27:35Z,16,4,20,Added MS_PROTEOGROUPER.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T15:02:34Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T15:02:30Z,2,2,4,[maven-release-plugin] prepare release pride-utilities-2.0.11,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,noedelta,1,noedelta,2016-05-11T14:44:27Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/noedelta,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,noedelta,1,noedelta,2016-05-11T14:44:23Z,2,2,4,[maven-release-plugin] prepare release pride-utilities-2.0.10,https://github.com/noedelta,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T14:39:38Z,1,1,2,[maven-release-plugin] rollback the release of pride-utilities-2.0.9,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T14:37:31Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T14:37:28Z,2,2,4,[maven-release-plugin] prepare release pride-utilities-2.0.9,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T14:36:36Z,3,2,5,change maven source plugin,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T14:25:38Z,1,1,2,[maven-release-plugin] rollback the release of pride-utilities-2.0.8,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T14:22:25Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T14:22:21Z,2,2,4,[maven-release-plugin] prepare release pride-utilities-2.0.8,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T14:21:38Z,5,1,6,deploy plugin added,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T14:19:51Z,1,1,2,[maven-release-plugin] rollback the release of pride-utilities-2.0.7,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T14:05:41Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
pride-utilities,ypriverol,1,Yasset Perez-Riverol,2016-05-11T14:05:37Z,2,2,4,[maven-release-plugin] prepare release pride-utilities-2.0.7,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities
ms-data-core-api,Tobias-Ternent,1,Tobias Ternent,2017-04-03T19:27:33Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias Ternent,2017-04-03T19:27:26Z,2,2,4,[maven-release-plugin] prepare release ms-data-core-api-2.0.14,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias Ternent,2017-04-03T19:08:45Z,1,1,2,New 'mgf-parser' dependency version.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,mbdebian,1,Manuel Bernal Llinares,2017-02-23T12:10:19Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,mbdebian,1,Manuel Bernal Llinares,2017-02-23T12:10:06Z,2,2,4,[maven-release-plugin] prepare release ms-data-core-api-2.0.13,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,mbdebian,1,Manuel Bernal Llinares,2017-02-22T11:33:51Z,4,3,7,pride-tdd dependency injection,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,mbdebian,1,Manuel Bernal Llinares,2017-02-16T15:24:21Z,9,1,10,"Separate CVParams from UserParams, because the latter will create problems with its null values for label and accession",https://github.com/mbdebian,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,mbdebian,1,Manuel Bernal Llinares,2017-02-15T16:02:46Z,9,16,25,pride-logging dependency introduced,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,mbdebian,1,Manuel Bernal Llinares,2017-02-15T15:27:46Z,8,13,21,new contributor,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,mbdebian,1,Manuel Bernal Llinares,2017-02-15T13:54:01Z,435,271,706,Merge branch 'master' of github.com:PRIDE-Utilities/ms-data-core-api,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,mbdebian,1,Manuel Bernal Llinares,2017-02-15T13:53:34Z,1,1,2,Missing changes in the last commit?,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,mbdebian,1,Manuel Bernal Llinares,2017-02-15T12:00:59Z,6,14,20,parent POM file set to pride-core,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,mbdebian,1,Manuel Bernal Llinares,2017-02-15T11:46:16Z,1,1,2,developer timezone updated,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2017-01-06T10:06:08Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2017-01-06T10:06:01Z,2,2,4,[maven-release-plugin] prepare release ms-data-core-api-2.0.12,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias Ternent,2017-01-06T09:23:44Z,25,10,35,"Merge pull request #29 from PRIDE-Utilities/probed-proteinNameFixing

Fixed how protein name is tidied.",https://github.com/web-flow,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2017-01-06T09:18:41Z,25,10,35,Fixed how protein name is tidied.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2016-12-13T11:41:31Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2016-12-13T11:41:26Z,2,2,4,[maven-release-plugin] prepare release ms-data-core-api-2.0.11,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2016-12-02T12:21:11Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2016-12-02T12:21:05Z,2,2,4,[maven-release-plugin] prepare release ms-data-core-api-2.0.10,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2016-12-02T11:55:02Z,1,1,2,Tidying up the <tag> in <scm>.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias Ternent,2016-12-02T11:23:37Z,396,247,643,"Merge pull request #28 from PRIDE-Utilities/proBed-fixing

Caching and proBed fixing",https://github.com/web-flow,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2016-11-11T09:28:38Z,145,65,210,Refinements to 'score' (opacity) logic.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2016-11-10T14:45:42Z,24,38,62,Refinements to 'peptide uniqueness' logic.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2016-11-10T14:15:32Z,188,53,241,Attempting to fix 'peptide uniqueness' logic.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2016-11-10T10:34:14Z,51,103,154,"Removed whitespace, added caching debugging.",https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
ms-data-core-api,Tobias-Ternent,1,Tobias-Ternent,2016-11-07T08:46:15Z,1,1,2,'private' keyword is redundant.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/ms-data-core-api
pride-protein-inference,proteomics-developers,-1,proteomics-developers,2017-01-31T10:55:04Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/proteomics-developers,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,proteomics-developers,-1,proteomics-developers,2017-01-31T10:54:57Z,4,5,9,[maven-release-plugin] prepare release pride-protein-inference-0.0.7,https://github.com/proteomics-developers,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,mbdebian,1,Manuel Bernal Llinares,2017-01-31T10:30:16Z,6,13,19,pride-logging dependency injected,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,mbdebian,1,Manuel Bernal Llinares,2017-01-31T10:28:02Z,5,1,6,ms-data-core-api dependency version updated,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,mbdebian,1,Manuel Bernal Llinares,2017-01-31T10:13:11Z,0,35,35,Repo and distribution configuration set by the parent POM,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,mbdebian,1,Manuel Bernal Llinares,2017-01-31T10:12:10Z,0,9,9,maven-release-plugin configuration from parent POM,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,mbdebian,1,Manuel Bernal Llinares,2017-01-31T10:10:40Z,0,16,16,maven-javadoc-plugin configuration from POM,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,mbdebian,1,Manuel Bernal Llinares,2017-01-31T10:09:40Z,0,13,13,source plugin config from parent POM,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,mbdebian,1,Manuel Bernal Llinares,2017-01-31T10:08:26Z,1,1,2,maven-dependency-plugin version updated,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,mbdebian,1,Manuel Bernal Llinares,2017-01-31T10:06:15Z,0,7,7,Surefire plugin setting from parent POM,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,mbdebian,1,Manuel Bernal Llinares,2017-01-31T10:02:36Z,0,9,9,maven compiler level from POM,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,mbdebian,1,Manuel Bernal Llinares,2017-01-31T10:01:12Z,13,0,13,Developers section added,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,mbdebian,1,Manuel Bernal Llinares,2017-01-31T09:56:48Z,41,39,80,Parent POM file set and license specification removed,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,mbdebian,1,Manuel Bernal Llinares,2017-01-31T09:50:01Z,2,2,4,SCM section fixed,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,ypriverol,1,Yasset Perez-Riverol,2016-05-12T11:21:19Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,ypriverol,1,Yasset Perez-Riverol,2016-05-12T11:21:15Z,2,2,4,[maven-release-plugin] prepare release pride-protein-inference-0.0.6,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,ypriverol,1,Yasset Perez-Riverol,2016-05-12T11:20:05Z,16016,0,16016,some cnahes in the examples files,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,ypriverol,1,Yasset Perez-Riverol,2016-05-12T11:11:22Z,16120,24,16144,some changes,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,ypriverol,1,Yasset Perez-Riverol,2016-05-12T11:10:21Z,24,17,41,some changes,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,Tobias-Ternent,1,Tobias Ternent,2016-04-11T09:33:57Z,1,0,1,Update README.md,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,Tobias-Ternent,1,Tobias-Ternent,2016-04-11T09:01:47Z,16016,0,16016,Added unit test files.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,Tobias-Ternent,1,Tobias-Ternent,2016-04-11T08:51:50Z,10,22,32,Updated to latest nexus repository and deployment information.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,Tobias-Ternent,1,Tobias-Ternent,2016-04-11T08:49:58Z,1,1,2,Updated to latest ms-data-core-api snapshot version.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,julianu,1,julianu,2015-11-03T15:00:55Z,92,1,93,added rudimentary test for multiple files,https://github.com/julianu,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,ypriverol,1,Yasset Perez-Riverol,2015-09-10T09:49:27Z,50,0,50,minor changes for performance,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,ypriverol,1,Yasset Perez-Riverol,2015-09-10T09:48:50Z,0,1,1,"Merge branch 'master' of https://github.com/PRIDE-Utilities/pride-protein-inference
some changes in performance",https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,ypriverol,1,Yasset Perez-Riverol,2015-09-10T09:33:31Z,244,284,528,minor changes for performance,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,ypriverol,1,Yasset Perez-Riverol,2015-08-21T13:26:33Z,0,1,1,Update README.md,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,ypriverol,1,Yasset Perez-Riverol,2015-04-07T12:26:13Z,10,20,30,some changes in the unit tests,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-protein-inference
pride-protein-inference,ypriverol,1,Yasset Perez-Riverol,2015-04-07T10:49:53Z,12308,2,12310,unit tests refactoring,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-protein-inference
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-28T09:52:41Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-28T09:52:27Z,2,2,4,[maven-release-plugin] prepare release protein-details-fetcher-1.0.10,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-28T09:51:12Z,1,1,2,Making the AccessionType public.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-25T15:33:18Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-25T15:33:12Z,2,2,4,[maven-release-plugin] prepare release protein-details-fetcher-1.0.9,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-25T15:32:40Z,1,1,2,Fixed typo in SCM section.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-25T15:32:06Z,2,2,4,[maven-release-plugin] rollback the release of protein-details-fetcher-1.0.9,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-25T15:31:34Z,2,2,4,[maven-release-plugin] prepare release protein-details-fetcher-1.0.9,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,ypriverol,1,Yasset Perez-Riverol,2017-04-25T14:13:08Z,787,1442,2229,tests has been changed to reflect the remove of GI and IPI ids,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,ypriverol,1,Yasset Perez-Riverol,2017-04-25T14:06:33Z,118,40,158,my changes,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,ypriverol,1,Yasset Perez-Riverol,2017-04-25T14:03:55Z,798,1313,2111,"Merge pull request #1 from PRIDE-Utilities/IPI_GI_deprecated

IPI and GI deprecated",https://github.com/web-flow,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,ypriverol,1,Yasset Perez-Riverol,2017-04-25T13:58:40Z,16,11,27,Merge branch 'master' into IPI_GI_deprecated,https://github.com/web-flow,https://github.com/PRIDE-Utilities/protein-details-fetcher
